Id_contrat; Expo ; typ_produit ; Recup_total ;Statut_cloture;lgd ;tx_recup_total;controle;duree ; date_entree_defaut ;recup1;recup2;recup3;recup4;recup5;recup6;recup7;recup8;recup9;recup10;recup11;recup12;recup13;recup14;recup15;recup16;recup17;recup18;recup19;recup20;recup21;recup22;recup23;recup24;recup25;recup26;recup27;recup28;recup29;recup30;recup31;recup32;recup33;recup34;recup35;recup36;recup37;recup38;recup39;recup40;recup41;recup42;recup43;recup44;recup45;recup46;recup47;recup48
876710245;4499; Classique ;2924;clos;0.35008;0.64992;1;44;2016;34;19;31;25;21;11;31;33;29;30;2;41;21;10;31;14;18;43;45;15;15;8;19;46;27;8;33;16;37;38;29;13;7;11;7;7;9;3;24;29;2;32;9;1991;0;0;0;0
167801836;7237; Classique ;4913;clos;0.32113;0.67887;1;43;2016;3;46;27;79;3;75;83;13;87;77;4;55;54;31;32;22;78;12;11;63;25;34;62;22;0;48;77;45;21;63;55;68;0;27;55;21;51;18;41;30;58;57;3180;0;0;0;0;0
541198771;4128; Classique ;2694;clos;0.34738;0.65262;1;39;2016;1;52;11;38;25;26;8;50;3;37;31;31;4;31;36;10;11;44;44;35;12;42;16;39;20;37;11;21;36;31;22;31;10;2;3;4;17;30;1782;0;0;0;0;0;0;0;0;0
503990102;2804; Facilitié de paiement ;1879;assimilé clos;0.32989;0.67011;1;48;2015;63;16;13;7;18;4;33;16;20;12;0;9;20;19;7;20;0;9;1;26;30;29;3;23;17;28;5;9;20;12;4;9;24;26;16;16;7;0;8;1;8;7;20;17;19;18;4;118.6
395359000;2628; Facilitié de paiement ;1569;clos;0.40297;0.59703;1;41;2016;53;1;10;18;14;3;22;17;11;24;5;7;11;5;19;18;26;17;16;18;1;9;2;15;22;20;5;19;18;22;11;0;6;17;17;13;13;4;8;16;1016;0;0;0;0;0;0;0
293685433;2742; Facilitié de paiement ;1574;clos;0.42597;0.57403;1;40;2016;14;9;8;22;0;23;26;12;16;0;19;25;13;4;18;11;27;20;13;12;4;25;10;15;18;3;0;6;14;14;3;16;6;22;3;20;3;12;5;1083;0;0;0;0;0;0;0;0
938786664;2380; Facilitié de paiement ;1506;clos;0.36723;0.63277;1;37;2016;4;3;1;4;3;0;23;22;16;6;18;13;13;12;10;12;23;9;7;20;10;10;4;9;17;23;16;14;4;5;3;2;8;4;0;20;1138;0;0;0;0;0;0;0;0;0;0;0
474144658;3557; Classique ;2461;clos;0.30812;0.69188;1;47;2015;6;39;38;23;10;39;27;40;34;1;21;0;27;43;9;6;22;0;1;41;10;39;3;7;30;5;13;19;9;13;11;7;5;11;11;9;18;8;35;3;6;31;15;0;13;26;1677;0
648187325;3942; Classique ;2249;clos;0.42948;0.57052;1;44;2016;1;38;1;26;40;1;33;25;15;3;18;7;9;39;22;0;17;8;14;4;2;4;37;16;22;35;9;22;32;20;12;6;13;5;14;25;28;28;16;24;15;1;29;1513;0;0;0;0
378286021;4540; Classique ;3176;clos;0.30044;0.69956;1;35;2016;16;60;40;46;45;29;58;24;9;2;48;9;6;55;33;26;8;26;52;30;6;50;9;2;19;5;32;4;10;45;14;31;34;5;2288;0;0;0;0;0;0;0;0;0;0;0;0;0
279177699;7362; Classique ;4564;assimilé clos;0.38006;0.61994;1;48;2015;140;48;15;50;70;52;20;30;76;43;61;30;25;64;34;44;10;65;9;56;36;49;43;52;46;49;34;66;2;54;50;57;26;33;7;36;1;46;3;40;50;20;15;13;13;16;27;273.8
921495816;4107; Classique ;2478;assimilé clos;0.39664;0.60336;1;48;2015;14;8;25;11;26;29;3;11;36;18;0;16;27;5;11;41;16;29;35;11;34;2;11;13;23;11;19;23;6;6;13;10;33;12;6;24;7;29;9;23;16;32;29;31;26;4;14;164
407944271;6623; Classique ;4052;clos;0.38819;0.61181;1;43;2016;215;42;70;70;72;15;55;47;7;8;68;33;58;39;23;30;53;56;57;14;36;23;24;6;52;7;13;20;22;9;42;22;11;2;11;43;45;28;34;51;8;8;2503;0;0;0;0;0
594572888;5187; Classique ;3264;clos;0.37073;0.62927;1;36;2016;56;54;36;15;47;1;47;59;36;38;16;16;5;30;12;7;3;7;9;49;11;17;29;35;35;9;30;41;25;18;47;46;10;17;26;2325;0;0;0;0;0;0;0;0;0;0;0;0
186852188;2111; Facilitié de paiement ;1096;clos;0.48081;0.51919;1;43;2016;50;17;13;9;13;10;13;6;2;2;18;5;3;7;5;3;8;13;4;3;17;9;12;10;6;5;13;5;13;3;15;4;2;12;9;5;9;13;8;13;5;6;698;0;0;0;0;0
867499237;1009; Facilitié de paiement ;567;clos;0.43806;0.56194;1;41;2016;1;5;2;11;1;7;9;5;0;9;2;4;5;8;2;8;5;2;9;4;8;3;1;1;7;7;4;3;0;3;5;2;2;0;6;7;0;5;4;7;393;0;0;0;0;0;0;0
596508850;4711; Classique ;3240;clos;0.31225;0.68775;1;38;2016;64;51;4;47;31;7;31;19;44;11;50;34;55;37;17;47;1;17;17;29;13;35;20;8;35;37;33;47;29;37;7;22;17;26;3;10;0;2248;0;0;0;0;0;0;0;0;0;0
999773608;3347; Classique ;2178;clos;0.34927;0.65073;1;42;2016;52;26;19;5;20;32;36;0;32;28;23;25;15;7;24;21;25;25;26;23;18;27;17;29;8;4;4;9;0;30;0;30;19;28;18;9;13;3;22;9;6;1411;0;0;0;0;0;0
533384521;2277; Facilitié de paiement ;1360;clos;0.40272;0.59728;1;37;2016;49;8;20;9;1;2;25;17;20;12;17;8;1;17;19;4;22;9;5;17;18;12;20;0;13;14;2;4;16;11;7;17;12;8;17;7;900;0;0;0;0;0;0;0;0;0;0;0
163484954;1338; Facilitié de paiement ;722;clos;0.46039;0.53961;1;47;2015;15;5;11;11;0;8;5;0;7;4;3;6;1;8;11;3;10;10;8;1;11;8;9;11;2;3;11;5;0;5;1;10;6;9;7;7;7;3;9;2;5;6;9;1;7;6;435;0
192754771;3247; Classique ;1923;clos;0.40776;0.59224;1;37;2016;26;5;23;3;23;5;4;6;24;3;21;24;5;32;16;8;33;2;27;29;15;2;28;15;7;20;9;3;25;3;14;17;14;8;27;17;1380;0;0;0;0;0;0;0;0;0;0;0
825882046;1960; Facilitié de paiement ;1115;clos;0.43112;0.56888;1;36;2016;36;8;17;19;4;16;4;8;9;14;6;4;13;7;5;4;18;18;2;5;3;16;15;1;10;0;11;5;2;3;13;3;16;6;1;793;0;0;0;0;0;0;0;0;0;0;0;0
863297029;4037; Classique ;2226;clos;0.4486;0.5514;1;38;2016;0;16;34;30;12;28;16;16;19;20;38;26;26;21;17;30;35;25;20;12;5;20;22;20;26;33;9;30;12;26;17;24;23;29;26;12;24;1427;0;0;0;0;0;0;0;0;0;0
183045597;1032; Facilitié de paiement ;710;clos;0.31202;0.68798;1;45;2016;18;9;3;11;0;0;3;5;7;6;8;2;5;5;6;4;3;6;11;2;4;2;11;9;11;6;9;8;9;6;9;3;0;4;2;9;9;9;2;4;8;1;3;2;456;0;0;0
911382665;7480; Classique ;4590;clos;0.38636;0.61364;1;46;2016;2;33;43;50;15;70;81;3;42;28;15;47;48;26;49;41;38;12;25;64;37;42;0;44;24;53;45;66;22;32;57;44;35;13;3;55;15;62;23;22;35;37;6;40;33;3013;0;0
943851543;4882; Classique ;2958;clos;0.3941;0.6059;1;37;2016;90;33;3;47;51;8;9;29;25;12;5;17;15;20;5;51;45;2;3;2;26;35;4;26;10;30;34;43;31;11;21;38;7;36;32;11;2091;0;0;0;0;0;0;0;0;0;0;0
449226394;2415; Facilitié de paiement ;1265;clos;0.47619;0.52381;1;39;2016;24;0;11;20;24;18;12;0;7;5;6;14;20;9;12;17;10;20;0;14;6;7;20;11;7;5;19;10;2;16;12;8;3;12;10;6;1;14;853;0;0;0;0;0;0;0;0;0
257370955;2371; Facilitié de paiement ;1642;clos;0.30747;0.69253;1;38;2016;6;16;12;4;1;9;16;15;30;22;14;26;24;4;22;1;27;24;10;21;7;9;1;4;25;23;7;14;1;15;8;22;2;18;13;10;18;1141;0;0;0;0;0;0;0;0;0;0
369416993;1627; Facilitié de paiement ;1120;clos;0.31162;0.68838;1;37;2016;4;8;22;10;11;15;6;16;3;6;0;15;14;8;14;10;14;5;0;3;3;8;7;14;13;16;14;6;0;6;4;9;6;3;16;15;796;0;0;0;0;0;0;0;0;0;0;0
343624774;4471; Classique ;2550;clos;0.42966;0.57034;1;45;2016;6;41;8;32;12;38;32;18;47;5;13;44;14;43;8;23;31;6;17;2;20;33;13;31;10;0;3;10;0;29;16;25;18;33;2;14;6;5;36;8;18;25;27;6;1722;0;0;0
665950638;6464; Classique ;4239;clos;0.34421;0.65579;1;44;2016;6;37;59;23;77;46;63;77;1;63;63;60;52;27;4;17;24;57;55;49;32;52;14;56;3;13;10;61;59;20;12;23;3;15;33;46;41;21;57;33;17;15;49;2694;0;0;0;0
339376775;7057; Classique ;4176;clos;0.40825;0.59175;1;45;2016;143;30;14;12;26;62;15;71;28;68;30;11;5;55;59;57;65;31;50;6;1;5;13;11;0;56;46;49;11;7;50;33;15;52;22;37;58;4;42;19;32;8;2;46;2719;0;0;0
494610952;4855; Classique ;3369;clos;0.30608;0.69392;1;41;2016;42;40;33;43;63;26;60;12;53;50;48;21;22;45;19;30;15;20;16;43;13;52;47;12;25;44;2;37;20;32;44;40;1;23;42;5;40;32;24;18;2115;0;0;0;0;0;0;0
799447676;2338; Facilitié de paiement ;1235;clos;0.47177;0.52823;1;39;2016;9;6;12;14;11;12;10;3;14;15;18;15;1;20;14;4;21;14;13;20;6;6;7;2;3;2;13;1;7;11;2;11;0;16;6;15;2;6;873;0;0;0;0;0;0;0;0;0
579571972;1283; Facilitié de paiement ;823;clos;0.35853;0.64147;1;39;2016;43;9;12;14;12;5;8;12;8;3;13;13;8;3;7;5;3;12;5;5;1;10;6;8;6;8;2;8;4;9;9;8;5;1;1;3;3;3;528;0;0;0;0;0;0;0;0;0
870839618;3688; Classique ;2547;clos;0.30938;0.69062;1;35;2016;3;30;49;14;34;18;41;8;42;26;31;27;14;39;9;41;28;6;5;35;2;28;15;10;25;7;12;0;26;32;10;25;19;7;1829;0;0;0;0;0;0;0;0;0;0;0;0;0
268736440;1132; Facilitié de paiement ;686;clos;0.39399;0.60601;1;44;2016;2;13;13;11;4;6;8;0;7;1;3;11;4;0;1;7;1;7;8;8;5;0;3;0;3;10;2;6;7;3;4;5;9;8;1;3;8;3;2;5;3;9;2;470;0;0;0;0
463418321;4212; Classique ;2108;clos;0.49953;0.50047;1;35;2016;0;35;26;8;40;20;17;26;22;26;37;35;26;31;19;19;23;16;17;25;3;20;29;3;3;31;28;1;12;13;16;1;1;23;1456;0;0;0;0;0;0;0;0;0;0;0;0;0
315978801;5326; Classique ;2694;clos;0.49418;0.50582;1;37;2016;24;31;1;16;50;6;50;46;32;9;40;38;32;11;9;25;23;26;6;39;1;25;40;33;14;16;19;21;5;17;25;13;26;27;13;4;1881;0;0;0;0;0;0;0;0;0;0;0
730372912;6876; Classique ;4182;clos;0.3918;0.6082;1;39;2016;2;2;48;31;63;13;69;37;24;62;18;35;18;6;67;27;19;58;1;49;20;2;35;48;17;20;38;39;64;47;38;50;31;2;15;36;37;54;2940;0;0;0;0;0;0;0;0;0
997295391;3130; Classique ;1621;clos;0.48211;0.51789;1;45;2016;29;1;30;4;2;18;14;2;29;8;6;24;27;27;15;1;17;4;27;3;22;10;16;1;8;12;16;1;24;17;15;17;8;14;1;10;12;7;22;9;11;13;1;3;1063;0;0;0
955573598;2157; Facilitié de paiement ;1287;assimilé clos;0.40334;0.59666;1;48;2015;5;24;24;4;3;2;9;0;12;22;4;11;22;8;10;10;10;20;8;6;13;21;9;2;2;2;7;11;19;7;2;7;4;8;1;4;0;3;15;13;17;16;1;11;3;13;12;85
896937628;2646; Facilitié de paiement ;1704;clos;0.35601;0.64399;1;47;2015;17;26;15;12;8;24;9;26;4;20;6;19;29;21;15;13;9;9;12;17;26;25;14;3;24;15;13;19;17;1;12;5;24;5;22;17;13;18;13;10;10;1;17;2;10;20;1037;0
238307280;2366; Facilitié de paiement ;1349;clos;0.42984;0.57016;1;37;2016;8;5;19;10;6;23;14;1;21;5;23;16;10;4;15;5;10;21;16;7;5;13;5;20;11;8;5;3;18;20;8;11;0;15;15;4;949;0;0;0;0;0;0;0;0;0;0;0
581955091;4291; Classique ;2837;clos;0.33885;0.66115;1;45;2016;63;27;16;23;5;17;51;51;33;25;32;16;48;30;38;4;40;23;19;0;5;3;2;10;4;33;6;31;37;5;31;2;17;20;18;3;5;17;10;28;9;5;1;30;1944;0;0;0
143129646;1517; Facilitié de paiement ;835;clos;0.44957;0.55043;1;41;2016;8;3;3;0;14;2;11;4;5;12;14;5;0;12;11;6;12;6;13;8;3;3;8;8;8;5;3;5;0;12;8;12;9;8;8;8;7;4;11;4;552;0;0;0;0;0;0;0
916760895;6749; Classique ;3502;clos;0.48111;0.51889;1;35;2016;62;20;39;25;47;31;42;6;24;17;13;31;17;39;51;0;28;48;37;3;12;11;54;7;50;13;22;2;50;29;17;4;9;36;2606;0;0;0;0;0;0;0;0;0;0;0;0;0
297773910;4266; Classique ;2140;clos;0.49836;0.50164;1;36;2016;6;25;31;36;32;23;8;7;37;19;23;11;18;23;33;32;19;19;26;33;8;24;11;32;7;8;25;19;25;28;23;18;29;23;6;1393;0;0;0;0;0;0;0;0;0;0;0;0
658183331;4277; Classique ;2863;clos;0.33061;0.66939;1;44;2016;21;52;3;39;13;42;44;16;39;23;26;25;28;34;48;39;39;2;37;25;29;31;36;16;32;17;40;31;34;39;2;32;22;32;28;33;5;6;27;23;21;5;31;1696;0;0;0;0
482886021;7463; Classique ;3753;clos;0.49712;0.50288;1;41;2016;1;65;19;10;51;6;52;70;69;40;52;48;35;53;16;16;2;47;45;46;8;9;5;11;34;52;16;17;12;6;29;14;34;45;24;52;39;41;41;0;2521;0;0;0;0;0;0;0
320719976;3703; Classique ;1881;clos;0.49203;0.50797;1;37;2016;67;26;1;19;5;28;15;4;14;26;18;30;22;7;24;28;2;18;15;19;2;22;9;24;23;4;12;2;26;7;22;11;0;12;21;23;1273;0;0;0;0;0;0;0;0;0;0;0
539689237;1932; Facilitié de paiement ;1129;clos;0.41563;0.58437;1;43;2016;23;10;21;15;5;14;19;1;19;9;19;8;3;4;2;19;5;3;12;13;14;17;14;9;10;13;7;14;9;11;5;4;10;15;3;9;10;5;8;9;11;5;693;0;0;0;0;0
